Date;SBERBANK OF RUSSIA;VTB BANK;BK OTKRITIE;AVTOVAZ;KAMAZ;SOLLERS;MMC NORILSK NICKEL;POLYUS;SEVERSTAL;OC ROSNEFT;GAZPROM;OIL COMPANY LUKOIL;MAGNIT;LENTA 144A GDR (MIC);M VIDEO;MOBILE TELESYSTEMS;MEGAFON;ROSTELECOM;URALKALI;PHOSAGRO;ACRON;INTER RAO UES;RUSHYDRO;FED.GRID CO.OF UNG.SY.
13.04.2010;87.2;0.0841;NA;14.4511;74.7;559.6199;5638.898;1477.68;420.5;247.5;174.3;1728.91;2480;NA;175.05;29.27;NA;141.97;130.6;NA;1110;5.9922;1.7859;0.377
14.04.2010;89.2;0.0855;NA;14.2457;74.4;560.0098;5760;1462.47;422.5;250.52;181.4;1745.96;2500;NA;178.97;29.37;NA;142.16;133.5;NA;1115;5.8362;1.7525;0.369
15.04.2010;89.3;0.0852;NA;14.0403;74.8;594.3198;5811.41;1474.99;418;249.99;185.16;1765.05;2562.85;NA;183.49;29.83;NA;141.15;133.48;NA;1087;5.5885;1.7123;0.367
16.04.2010;86.99;0.0839;NA;13.9189;73.25;581;5641.828;1457.36;406.0098;245;179.99;1730;2530;NA;177.72;30;NA;139.55;130.5;NA;1054.01;5.6344;1.6377;0.366
19.04.2010;85.2;0.079;NA;13.4428;71.15;557;5529;1431.21;400.0098;238.31;174.51;1684.18;2511.07;NA;171.2;30.22;NA;134.9;125.35;NA;1024.19;5.5334;1.6534;0.356
20.04.2010;86.7;0.0797;NA;13.6576;73.05;573;5609;1440;396.8999;242.6;175.15;1689.2;2500;NA;177.1;30.29;NA;135.05;127.71;NA;1035.01;5.5059;1.6701;0.369
21.04.2010;85.5;0.079;NA;13.3495;74.62;592;5489.789;1443.05;391.5198;242.5;173.09;1698.89;2524;NA;177;30.35;NA;133.21;126.9;NA;1014;5.4784;1.6387;0.372
22.04.2010;84.45;0.0774;NA;13.4895;71.5;563;5360.047;1393.99;381.3198;238.54;170.7;1682.22;2490;NA;169.55;30.57;NA;129.8;124.11;NA;987;5.3774;1.5896;0.365
23.04.2010;84.42;0.0786;NA;13.6762;73;568.97;5592;1405;387.8899;242;175;1702.89;2555;NA;174;30.96;NA;131.31;126.55;NA;999.99;5.5242;1.6662;0.37
26.04.2010;84.81;0.0801;NA;13.7509;73.2;563.0999;5670;1422;398.5298;244.3;177.99;1726;2585;NA;175.2;30.88;NA;131.78;128.43;NA;1014.42;5.3224;1.6711;0.371
27.04.2010;82.93;0.0788;NA;13.5362;72.5;550;5602.008;1405.01;396.0999;241.01;175.6;1705;2595;NA;174.55;30.54;NA;129.52;128.02;NA;999;4.68;1.6446;0.364
28.04.2010;79.53;0.0768;NA;13.1628;71;527.75;5452;1404;386.6199;240;170.56;1673.11;2542.6;NA;168.99;30.37;NA;125.3;123.33;NA;969.1199;4.9186;1.5818;0.357
29.04.2010;80.95;0.079;NA;13.1628;72.6;523;5727;1380.99;393.95;241.7;174.5;1682;2520;NA;169.49;30.73;NA;127.6;127.01;NA;986.0198;4.8176;1.6338;0.366
30.04.2010;78.6;0.0788;NA;13.1348;71.79;523.2998;5652.898;1381.85;390.7;237.19;170;1670.48;2560;NA;167.76;29.87;NA;123.81;125.5;NA;974.95;4.6892;1.6554;0.366
03.05.2010;78.6;0.0788;NA;13.1348;71.79;523.2998;5652.898;1381.85;390.7;237.19;170;1670.48;2560;NA;167.76;30.55;NA;123.81;125.5;NA;974.95;4.6892;1.6554;0.366
04.05.2010;75.85;0.0759;NA;12.556;69.35;503.48;5305.078;1358;372.5198;228;164.23;1650;2537;NA;165.7;29.39;NA;118.49;124;NA;930.3499;4.524;1.6073;0.362
05.05.2010;75.17;0.0747;NA;12.2759;67.48;462.96;5075;1373;364;223.2;164.2;1677;2495;NA;165.01;28.71;NA;118.17;120.32;NA;875;4.4598;1.5661;0.365
06.05.2010;73.85;0.0721;NA;12.1359;67.68;459.99;5004;1383.89;364.5398;221.12;163.79;1656.52;2500;NA;161.5;27.57;NA;117.17;120;NA;851.0999;4.3588;1.5415;0.355
07.05.2010;70.35;0.067;NA;10.9223;63;415;4624.938;1348.61;335.1099;207.45;155;1600.02;2344.99;NA;156.99;27.51;NA;100.1;109.86;NA;815;4.2304;1.4081;0.319
10.05.2010;70.35;0.067;NA;10.9223;63;415;4624.938;1348.61;335.1099;207.45;155;1600.02;2344.99;NA;156.99;29.9;NA;100.1;109.86;NA;815;4.2304;1.4081;0.319
11.05.2010;75;0.0726;NA;11.2677;64.74;450;4829.598;1365;361.8599;218.31;160.09;1605.01;2500.03;NA;158;29.77;NA;103.45;113.4;NA;818.99;4.3313;1.5307;0.315
12.05.2010;81.93;0.0755;NA;11.6225;67.15;483;5034.93;1428.88;377.49;228.55;166.07;1625.9;2700;NA;164.83;31.09;NA;108.7;117.19;NA;875;4.6158;1.6063;0.334
13.05.2010;80.8;0.0751;NA;11.6691;66.17;534.7998;5058.637;1423;370.5999;226.4;162.9;1605.72;2680;NA;163.4;30.87;NA;118.69;116.18;NA;863.24;4.836;1.5955;0.33
14.05.2010;77.43;0.0728;NA;11.2677;65.46;510.0098;4975;1428.99;358.5;221.8;159.86;1589.96;2609.92;NA;158;30.82;NA;111.21;114.91;NA;839;4.6708;1.5896;0.326
17.05.2010;76.01;0.0737;NA;11.2957;66.46;512.0198;5186.816;1433.71;354.7598;220.02;161.38;1580;2574.96;NA;159;30.43;NA;111;114.01;NA;824.7998;4.7259;1.5975;0.335
18.05.2010;77.12;0.0743;NA;12.1919;69.45;506;5136.91;1418;355;226.6;163.28;1558.12;2579.5;NA;158;29.83;NA;111.09;112.5;NA;854.98;4.7809;1.6387;0.34
19.05.2010;73.68;0.072;NA;11.4824;69.52;499;5050;1435;341.1099;215.9;157.81;1523.5;2465.02;NA;155;29.26;NA;106.86;107.5;NA;828.4199;4.5974;1.621;0.33
20.05.2010;69.9;0.0691;NA;11.0903;67.03;474;4895.477;1360;321.99;206.1;151.05;1475;2370.01;NA;155;28.055;NA;102.25;101;NA;772.0999;4.3772;1.5258;0.32
21.05.2010;69.3;0.0694;NA;10.8196;66.4;477;4980;1339.98;329.74;208.89;150;1474.93;2355;NA;154;28.33;NA;101.1;97.9;NA;752.0898;4.4873;1.5219;0.314
24.05.2010;69.96;0.0701;NA;11.1464;70.14;488.98;4830.078;1314;330.5498;208.57;151;1477.11;2458;NA;158.38;27.96;NA;101.9;99.8;NA;769.8899;4.8268;1.5219;0.317
25.05.2010;64.33;0.0659;NA;10.3435;65.01;445;4686.148;1328;301.6499;195.44;143;1400.93;2471;NA;151.5;28.27;NA;95.8;94.49;NA;724.97;4.6158;1.4424;0.291
26.05.2010;69.12;0.0691;NA;11.249;66.47;463.5;4694.969;1287;315.21;216;158.44;1451.31;2781.35;NA;153;28.57;NA;99;100.25;NA;764;4.5056;1.5935;0.332
27.05.2010;70.65;0.0726;NA;11.6691;67;478;4917.836;1448;324.0999;221.51;158.46;1503.99;2639.55;NA;152;29.97;NA;101.75;106.02;NA;790;4.5056;1.6475;0.328
28.05.2010;70.2;0.0724;NA;11.8558;68.33;487.6899;5033.93;1484.96;328.8999;225.96;157.88;1476.78;2700.03;NA;147.5;29.25;NA;104.1;114.5;NA;786;4.4781;1.6092;0.35
31.05.2010;71;0.0741;NA;12.2293;72.99;502.49;5018.887;1490.02;344.5;228.86;159.84;1523.06;2721;NA;147.9;29.25;NA;105.5;117.99;NA;790.0598;4.4689;1.6416;0.342
01.06.2010;70.7;0.0751;NA;13.3495;70.88;499.5999;5161.02;1513.2;335.99;225.3;159.26;1508.1;2755.15;NA;148;28.87;NA;104.6;117.45;NA;777.8499;4.3772;1.6416;0.34
02.06.2010;70.95;0.0753;NA;12.696;70.56;499.96;5168;1519;336.3398;226.5;163.8;1549.93;2740;NA;151.24;30.26;NA;105;123.42;NA;783.3999;4.3405;1.6308;0.347
03.06.2010;72.01;0.0769;NA;12.752;70.76;515.1499;5060;1524.99;341;224.7;164.98;1591;2720;NA;154.49;30.78;NA;105.59;121.28;NA;804.3899;4.3313;1.6456;0.336
04.06.2010;70.25;0.0743;NA;13.6295;70.45;493.8398;4921;1529.99;329.99;222.47;163;1621.97;2780;NA;152;29.56;NA;103.17;117.21;NA;797;4.2395;1.5916;0.321
07.06.2010;71.14;0.0732;NA;12.9761;67.75;476.99;4867.859;1492.66;319.5;222.98;160.59;1615;2780;NA;156.79;28.84;NA;101.7;116.8;NA;789;4.2671;1.5504;0.31
08.06.2010;70.95;0.0704;NA;12.7987;68.75;454.24;4812.777;1510.17;308.5098;214.2;157.37;1595;2777;NA;155;28.55;NA;100.78;113.02;NA;772.99;4.1753;1.5258;0.303
09.06.2010;71.9;0.0717;NA;12.9387;69.2;450;4915;1495;313.98;214.57;158.2;1605.7;2767;NA;150.14;28.38;NA;102.54;115.87;NA;785.98;4.212;1.5514;0.305
10.06.2010;73.29;0.0731;NA;12.7707;68.2;440.8999;5018.098;1495.35;317.2;216;157.79;1671.95;2740.01;NA;151;28.935;NA;105.79;116.49;NA;781.7;4.2304;1.6024;0.312
11.06.2010;72.19;0.0734;NA;13.6949;67.3;437.95;5003;1486.98;312.3699;215.06;156.44;1680;2740.01;NA;152.99;28.9;NA;105.9;119.2;NA;777;4.1753;1.5985;0.307
14.06.2010;72.19;0.0734;NA;13.6949;67.3;437.95;5003;1486.98;312.3699;215.06;156.44;1680;2740.01;NA;152.99;29.04;NA;105.9;119.2;NA;777;4.1753;1.5985;0.307
15.06.2010;76;0.0765;NA;13.5269;68.69;440.0598;5123.977;1501;324.3999;221;159.71;1697.18;2759.99;NA;156;29.95;NA;107.01;121.15;NA;812;4.3405;1.6681;0.324
16.06.2010;76.71;0.0774;NA;13.3495;68.13;438.5;5086;1492;319.49;218.29;158.8;1713;2769.9;NA;162.96;29.76;NA;106.1;119.1;NA;815.4399;4.2854;1.6495;0.323
17.06.2010;78.5;0.0773;NA;13.2095;67.48;439.8899;4940;1513.1;312.0298;206.26;156.6;1662.95;2739.5;NA;167.25;29.83;NA;105.89;120.78;NA;832.0498;4.2854;1.6789;0.32
18.06.2010;80.3;0.0788;NA;13.4895;68.45;440;4910.129;1520.05;315.6099;207.8;159.4;1653.11;2690;NA;170;29.42;NA;105.99;118.8;NA;828;4.3496;1.7427;0.334
21.06.2010;84.02;0.0803;NA;13.6295;69.66;445;5095;1612.1;341.6499;210.13;162.88;1695.2;2641.04;NA;172.92;29.48;NA;109.48;122.56;NA;847.99;4.4414;1.7564;0.347
22.06.2010;82.41;0.0789;NA;13.5735;72.2;447.49;4989;1594.74;347.5;205.28;159.44;1685;2670;NA;177.5;30.23;NA;113.68;121.71;NA;837;4.3955;1.7466;0.351
23.06.2010;80.85;0.078;NA;13.5269;71.77;446.5698;4940.598;1618;334.75;202;158.11;1700;2627;NA;181.27;30.3;NA;117.77;118.07;NA;829.99;4.4506;1.7025;0.351
24.06.2010;80.28;0.0786;NA;13.2748;70.4;450.0298;4890.008;1596.99;332.5098;198.69;154.7;1685.99;2660;NA;187;29.9;NA;116.88;117.45;NA;819.49;4.4781;1.6613;0.334
25.06.2010;78;0.077;NA;12.9294;70.19;441.0999;4800.039;1615;323.99;196.27;152;1701.34;2599;NA;190;29.99;NA;117;116.92;NA;807;4.3221;1.5798;0.328
28.06.2010;80.13;0.0794;NA;12.7894;70.8;452.7998;4876.566;1605;330;203.06;154;1685;2619.99;NA;194.63;30.31;NA;116.11;116.73;NA;816.8899;4.3221;1.5877;0.347
29.06.2010;77.5;0.0769;NA;12.3319;67.33;441;4720;1578.99;315;194.49;149.85;1648.35;2530.71;NA;190.5;29.12;NA;110;114.07;NA;776.7898;4.2212;1.5366;0.328
30.06.2010;76.5;0.0754;NA;12.4626;66.5;438.8499;4495;1629.99;307.9399;192.9;149.1;1615;2661.51;NA;188.96;29;NA;111.6;113.2;NA;774.7998;4.1753;1.4895;0.343
01.07.2010;71.9;0.0708;NA;12.1359;64.48;403;4368.848;1512;294.4099;185.09;143.2;1550.09;2545.8;NA;185;29.06;NA;105.5;111.7;NA;754.99;3.9184;1.4405;0.332
02.07.2010;72.98;0.0734;NA;12.3599;64.9;410;4505;1518;300;189.01;148.25;1586.4;2499.99;NA;187.5;29.15;NA;108;114.86;NA;768.0098;3.9459;1.5052;0.343
05.07.2010;73.37;0.0748;NA;12.3133;65.36;410;4618;1500.87;304.7798;187.71;148.05;1584.79;2412.39;NA;185;29.15;NA;108;115;NA;770;3.9275;1.5121;0.341
06.07.2010;76.7;0.0776;NA;12.6027;66.94;425;4739.898;1505.23;318.46;193.15;152.38;1604;2548;NA;190;28.62;NA;110.29;118;NA;784.1299;4.0744;1.5464;0.348
07.07.2010;77.49;0.0773;NA;12.6493;67.41;421;4785.617;1461.9;314.5;191.05;153.47;1600.7;2590;NA;187.46;28.69;NA;110.01;116.39;NA;784;4.0101;1.5141;0.341
08.07.2010;77.18;0.0768;NA;12.6307;66.5;432.5;4758.258;1461.89;314.99;188.24;151.97;1596.94;2629.47;NA;187.54;29.21;NA;110;117.77;NA;780;3.9551;1.515;0.341
09.07.2010;77.66;0.0769;NA;12.6773;66.48;439;4815;1453.92;314.3699;187.72;154.2;1591.94;2638.46;NA;185;29.15;NA;109.45;117.92;NA;784.97;3.9734;1.516;0.336
12.07.2010;79.8;0.0784;NA;12.6027;66.9;444.96;4914.086;1445.99;320.5;189.7;156.13;1625.23;2734;NA;182.45;28.51;NA;110.4;118.5;NA;785.71;4.0193;1.5592;0.347
13.07.2010;82.47;0.0797;NA;12.9014;67.25;445;4949.789;1445.01;334.95;195.01;159.03;1659;2766.57;NA;181.97;29.69;NA;111.15;118.33;NA;793.5;4.0009;1.6024;0.352
14.07.2010;82.06;0.0795;NA;12.9294;67.18;438.3599;4917;1471;330.7698;193.01;158.12;1631.82;2799.99;NA;187.85;29.49;NA;109.95;117.5;NA;785.1099;3.9734;1.5994;0.348
15.07.2010;80.76;0.0785;NA;13.0694;65.97;442.5298;4840.219;1445.01;328;188.73;157.1;1609.7;2785;NA;189.01;28.84;NA;109.26;119.45;NA;779.8398;3.8908;1.5455;0.337
16.07.2010;79.07;0.0764;NA;13.2655;65.59;427;4815;1415;326.6099;185.51;155.19;1592;2950;NA;194.1;27.85;NA;106.71;122.48;NA;775;3.8174;1.5347;0.335
19.07.2010;80.5;0.0774;NA;13.0508;64.92;444.8899;4852;1425;325.49;185.5;156.69;1593.04;2980;NA;191.5;28.07;NA;107.2;122.4;NA;778.9299;3.8082;1.5602;0.339
20.07.2010;79.8;0.0774;NA;12.7427;64.09;440.2698;4829.309;1405;319.3398;183.58;155.47;1593;2885.01;NA;197;28.72;NA;105.17;119.72;NA;777;3.7899;1.5533;0.332
21.07.2010;81.9;0.0792;NA;12.7614;65.03;443.8599;4893;1435.53;336.8899;186.25;158.25;1637.04;2891.99;NA;195;27.93;NA;105.98;122.75;NA;788.99;3.8082;1.5572;0.335
22.07.2010;83.93;0.081;NA;12.9201;66.22;443;5005;1441.03;356.6099;190.28;162.3;1670;2900.08;NA;197.99;28.94;NA;107;124.19;NA;790;3.8358;1.5631;0.338
23.07.2010;83.01;0.0797;NA;12.8827;66.1;446.98;5073;1425.1;351.8999;199.5;160.9;1680;2999.77;NA;199.5;29.9;NA;107.2;123.89;NA;802.8899;3.8449;1.5553;0.334
26.07.2010;84.19;0.0809;NA;13.0414;65.77;454.1099;5110;1414.5;362.4099;206.25;162.13;1694.98;3020;NA;203;30.32;NA;106.46;123;NA;810;3.8266;1.568;0.339
27.07.2010;84.62;0.0825;NA;12.9014;66.5;452.3098;5052;1396.43;371.2898;208.43;164.3;1690.24;3020;NA;193.53;30.8;NA;112.48;122.55;NA;808.98;3.7899;1.5484;0.338
28.07.2010;84.28;0.0824;NA;13.0881;66.75;445.98;4989.938;1380.5;368.0999;201.99;161.79;1749.99;3000;NA;197.22;29.74;NA;112.57;125.59;NA;802.5999;3.744;1.519;0.336
29.07.2010;86.58;0.0836;NA;13.2468;67.7;449.5898;5074.477;1385.27;372.21;205.43;165.5;1759.05;2985.02;NA;200;29.03;NA;112.49;127.4;NA;812.0798;3.9459;1.5504;0.34
30.07.2010;84.56;0.0814;NA;13.0508;66.61;450;4970;1381.84;358;203.19;162.85;1720;2970;NA;201;28.93;NA;110.75;127.36;NA;809.8799;3.9275;1.5474;0.336
02.08.2010;86.58;0.0835;NA;13.0694;67.25;459;5120;1397.5;379.49;209.3;168.99;1724.92;2999.97;NA;197.8;29.74;NA;113.08;139.8;NA;855.0999;3.9734;1.6024;0.337
03.08.2010;85.84;0.0831;NA;13.0694;69.7;465.4099;5039.988;1364;371.5;206.8;165.92;1693.5;2980;NA;193.07;29.44;NA;111.13;134.38;NA;849;3.9275;1.5788;0.343
04.08.2010;85.84;0.0838;NA;12.9201;70.5;489.99;5069;1369.99;378.6099;208.5;167.04;1684.47;3039;NA;193.3;29.94;NA;111.06;135.3;NA;856;3.9092;1.5965;0.348
05.08.2010;84.3;0.0835;NA;12.9574;70.75;498.0898;5100;1367.05;373.49;207.5;166.95;1700;3175;NA;192.5;29.4;NA;110.11;138.69;NA;850.0498;3.9275;1.5847;0.351
06.08.2010;82.83;0.0827;NA;12.9201;70;514.8899;5025;1360.5;373.3599;204.99;166.88;1696;3100;NA;192.5;28.83;NA;110.6;137;NA;866.0098;3.8541;1.5808;0.354
09.08.2010;83.68;0.0841;NA;12.8547;69.73;506.5;5183.008;1360.5;379.6699;207.16;169.61;1706.05;3100.02;NA;194;29.41;NA;112;138.45;NA;914.98;3.7991;1.6073;0.356
10.08.2010;82.8;0.0829;NA;12.7707;69.4;501;5154.078;1348;368.97;202.99;166.53;1674.67;3098.5;NA;187.99;29.24;NA;110.49;136.3;NA;921.8999;3.7807;1.6053;0.35
11.08.2010;80.93;0.0809;NA;12.6587;69.4;480;5048.938;1379;357.8398;199;162.3;1657;3090.01;NA;186;27.82;NA;108.81;136.8;NA;893;3.7624;1.6112;0.35
12.08.2010;80.92;0.0804;NA;12.528;68.59;470.2;4990;1375.5;355;200.51;162.43;1660;3139.99;NA;190;28.3;NA;108.33;139.3;NA;902;3.7807;1.6426;0.341
13.08.2010;80.71;0.0804;NA;12.7894;69.02;464.0098;5010;1374.96;354.1199;200.1;161.26;1650.09;3120.01;NA;192.99;27.67;NA;108.91;139.8;NA;902;3.7899;1.6416;0.341
16.08.2010;79.97;0.0805;NA;12.808;67.98;477.99;5085;1372;352.7998;201;163.18;1650;3165.4;NA;189.81;27.5;NA;108.35;139.85;NA;908;3.7532;1.6406;0.335
17.08.2010;81.26;0.082;NA;12.9387;68.88;466;5202;1385.35;371.8799;203.42;164.2;1652.01;3140.01;NA;190.82;27.77;NA;109.17;149.4;NA;947.98;3.7532;1.6328;0.339
18.08.2010;80.6;0.0813;NA;13.3028;68.72;461.0698;5228;1390.9;371.48;201.88;162.4;1650;3189;NA;192.65;27.54;NA;110.89;146.97;NA;959.8899;3.744;1.6142;0.338
19.08.2010;79.4;0.0806;NA;13.9656;68.8;463.25;5155;1418;366.6099;201.5;160.1;1637.07;3260;NA;194.62;27.11;NA;108.8;143.48;NA;945.99;3.7532;1.6151;0.343
20.08.2010;78.37;0.0801;NA;14.6938;68.21;462.48;5170;1390;364.2698;200.4;158.73;1645.87;3200.06;NA;193.65;27.25;NA;108.7;141.86;NA;940;3.7348;1.5828;0.338
23.08.2010;77.95;0.0801;NA;15.1045;69.54;466.98;5184.91;1387.96;371.1499;199.01;159.11;1644;3193.57;NA;192.57;26.74;NA;108.81;140.76;NA;934.0999;3.744;1.5641;0.348
24.08.2010;75.4;0.0786;NA;16.0754;69.2;458.7;5067;1380;359.5298;195.75;156.6;1630;3155.01;NA;192.14;26.42;NA;108.7;136.5;NA;923.8899;3.6339;1.5445;0.338
25.08.2010;73.99;0.0765;NA;17.1676;71.95;464.3999;5018;1384;354.8799;194.7;155.61;1638.3;3018.99;NA;192.59;26.92;NA;107.67;135.6;NA;898;3.6614;1.5455;0.342
26.08.2010;76.62;0.0787;NA;17.4663;72.1;468;5123.988;1383.99;365.3999;196;158.7;1652.99;2998;NA;192.4;26.28;NA;108.24;138.02;NA;909;3.7348;1.5641;0.349
27.08.2010;77.01;0.0795;NA;17.4103;70.71;467.98;5198;1389.93;371.8999;197;158.56;1668;2987.01;NA;192.2;27.25;NA;109.79;142.19;NA;913.7898;3.7715;1.5563;0.355
30.08.2010;77.3;0.0796;NA;18.6613;72.5;474.49;5276.449;1390;370.5;196;159;1655.08;2935;NA;194.17;26.59;NA;119.84;140.48;NA;901.5;3.7715;1.5651;0.35
31.08.2010;78.31;0.0793;NA;18.7639;71.6;467;5190;1411.01;372.5999;196.36;159.15;1629.99;3000;NA;196;26.54;NA;123.5;142.3;NA;900.5298;3.7532;1.5523;0.352
01.09.2010;80.42;0.0826;NA;22.078;74.1;504.1199;5305.129;1416.01;386.1899;199.86;161.79;1656.18;3048.89;NA;192.33;28.18;NA;120.1;146.1;NA;905;3.8082;1.5641;0.354
02.09.2010;80.63;0.0828;NA;24.4585;73;503.5;5231.25;1437;384.6499;201.46;162.8;1676;3061.06;NA;191.2;28.14;NA;122.5;146.02;NA;906.0098;3.8082;1.6073;0.361
03.09.2010;81.72;0.0844;NA;30.0597;73.4;508.2898;5268;1441.9;393.6699;202.5;163;1674.01;3080;NA;189;28.56;NA;122.3;145.54;NA;908.8999;3.8449;1.6151;0.365
06.09.2010;81.74;0.0848;NA;25.7934;72.67;512.47;5225;1432;392.8799;202;162.95;1669.94;3089.77;NA;188.98;28.56;NA;123.07;142.81;NA;915;4.056;1.6004;0.366
07.09.2010;79.95;0.0836;NA;23.1796;72.49;501.6099;5177.699;1418.95;401;198.99;161.54;1671;3110;NA;200.55;27.71;NA;123.2;142.7;NA;911;4.0468;1.5877;0.361
08.09.2010;82.18;0.0855;NA;22.9088;72.59;509.7798;5263.988;1424;409.5098;203.2;164.14;1678;3093;NA;202;28.48;NA;124;146.6;NA;925.0098;4.1202;1.6053;0.367
09.09.2010;83.66;0.0883;NA;23.525;72.49;515.45;5233.129;1424.98;412.5098;206.2;165.53;1715;3169.99;NA;201;28.21;NA;131;146.54;NA;922.25;4.3772;1.6132;0.364
10.09.2010;83.36;0.0886;NA;23.8984;74;515.46;5208.879;1410.05;414.2598;205.69;164.4;1713;3400;NA;201;28.4;NA;132;146.5;NA;927.5;4.5607;1.6063;0.362
13.09.2010;84.59;0.0899;NA;23.5436;75.3;511;5211.977;1405.01;417.8198;205.51;165;1713.51;3641;NA;201;29.02;NA;131.55;146.85;NA;922.6199;4.4598;1.6171;0.363
14.09.2010;84.5;0.0899;NA;23.1329;74.88;507.8999;5080;1397.5;418.8398;203.88;163;1703;3461.3;NA;199;29.09;NA;143.47;146.19;NA;910;4.3772;1.5945;0.364
15.09.2010;84.45;0.0896;NA;22.8342;72.95;514.99;4976.688;1404.93;418.5;200.57;163.87;1720.98;3410;NA;198.51;29.48;NA;142.23;147;NA;905.1099;4.3313;1.5985;0.368
16.09.2010;83;0.0891;NA;22.4047;71.89;508.47;5008.867;1408.87;420.6399;205.5;163.17;1721.2;3425;NA;201.5;29.37;NA;139.22;144.22;NA;909;4.2854;1.5867;0.367
17.09.2010;82.15;0.0872;NA;22.3487;72.35;504.8699;4945;1380.01;418.5498;201.71;162.18;1702;3470;NA;201;29.71;NA;135.8;142.71;NA;905.0999;4.2304;1.5808;0.363
20.09.2010;83.37;0.0884;NA;22.1807;72.9;498.3999;4934;1387.72;417.5999;203.5;163.15;1728.27;3575;NA;201.45;31.12;NA;136.25;143.5;NA;903.45;4.368;1.5759;0.362
21.09.2010;83.84;0.0889;NA;21.0604;72.5;500;4969.5;1391.9;428;203.2;163.14;1743.3;3525;NA;199.49;30.5;NA;136.15;143.4;NA;906;4.4873;1.5818;0.363
22.09.2010;82.73;0.0887;NA;19.8375;71.71;499.5999;4982.797;1390;434.6899;201.2;160.8;1798.05;3530;NA;198.79;29.88;NA;136;142.84;NA;902.9299;4.4322;1.569;0.361
23.09.2010;84.3;0.0882;NA;25.8775;71.56;499.8999;5012;1379.91;442.0198;201.79;159.22;1797;3440;NA;200;29.41;NA;134.44;139.1;NA;902.98;4.3588;1.5494;0.358
24.09.2010;84.81;0.0876;NA;24.3838;71.75;499.99;5057.949;1381.96;459.8899;201.9;157.97;1802;3395;NA;199.92;30.4;NA;133.54;137.5;NA;896.2898;4.4322;1.5425;0.36
27.09.2010;83.66;0.0857;NA;23.6183;71.93;499.6599;5031.898;1375;450.2998;200.97;157.5;1728.96;3400;NA;196.5;30.52;NA;135.4;137.75;NA;876.8699;4.3772;1.5298;0.359
28.09.2010;83.06;0.0841;NA;24.3791;71.6;481.5098;5004.859;1371.37;454.1099;197.96;156.8;1724.85;3460;NA;194.93;31;NA;135.3;137;NA;876;4.3496;1.5229;0.357
29.09.2010;83.9;0.0851;NA;24.9719;71.25;484.3799;5125;1390;452.7998;200.37;157.85;1708.17;3470;NA;194;31.1;NA;135.43;135.38;NA;910.1099;4.78;1.5288;0.359
30.09.2010;86.08;0.0878;NA;25.0186;71.55;482.5798;5196.039;1413;450.0398;203.52;160;1733.04;3590;NA;195.9;31;NA;133.52;133.69;NA;920;5.14;1.5396;0.371
01.10.2010;89.09;0.089;NA;25.2184;71.45;485.9099;5254.699;1398.91;448.49;210.52;160.54;1749;3800;NA;194.38;31.5;NA;134.18;134.2;NA;925;5.01;1.5435;0.368
04.10.2010;89.88;0.0893;NA;25.1082;72.47;483.7698;5315;1406;449.24;213.03;161.99;1740.01;3746.97;NA;190;30.42;NA;133;133.06;NA;944;5.09;1.5602;0.363
05.10.2010;91.97;0.0917;NA;26.2527;71.67;485.7898;5294.816;1412;446;214.7;162.44;1754.1;3669.99;NA;187;31.49;NA;132.26;133.06;NA;930.7;5.08;1.5808;0.366
06.10.2010;91.2;0.0909;NA;26.2313;71.95;490.0698;5338;1438.28;458.1899;210.71;163;1760.58;3664.87;NA;190.04;31.55;NA;137.4;135.8;NA;908;5.03;1.5671;0.368
07.10.2010;90.4;0.0905;NA;25.6254;72.44;492;5353.5;1540.78;445.74;208.5;162.49;1742.95;3611.27;NA;199.85;31.53;NA;135.86;135.84;NA;900;4.94;1.57;0.367
08.10.2010;90.5;0.091;NA;25.4312;74.17;479;5304.898;1521;447.1799;207.99;163.35;1728.5;3532.99;NA;197.71;31.89;NA;135.2;134.8;NA;904;4.83;1.5563;0.365
11.10.2010;91.74;0.0914;NA;25.3827;73.13;482;5369.949;1524.01;451.47;212.94;165;1750;3534.99;NA;206;31.91;NA;135.64;139.5;NA;907;4.94;1.5739;0.367
12.10.2010;90.9;0.0908;NA;26.7512;73;485;5388.648;1538.88;446.99;213.1;163;1757.5;3540;NA;202.5;31.91;NA;136.27;139;NA;906.97;4.93;1.5602;0.368
13.10.2010;91.3;0.0921;NA;28.5642;73.22;493.1899;5400;1585;455.0498;212.93;164.74;1785;3590;NA;205.52;32.73;NA;138.4;143.1;NA;912.49;4.9;1.5818;0.368
14.10.2010;91.47;0.0912;NA;28.1254;72.12;489.4399;5432.949;1600;453;211.2;162.3;1797;3521;NA;204.6;32.99;NA;137;144;NA;912.0098;4.81;1.594;0.364
15.10.2010;92.53;0.0916;NA;28.3793;71.82;500.8499;5492;1606.99;469.0398;209.09;161;1785;3530;NA;211;32.76;NA;137.2;141.89;NA;914.5;4.83;1.598;0.367
18.10.2010;94.96;0.0922;NA;29.0701;72;504.8899;5516;1591.96;464.1099;209.82;163.4;1780.1;3654;NA;214;33.31;NA;137.98;141;NA;918;4.89;1.59;0.372
19.10.2010;95.37;0.0928;NA;29.0785;72.02;506.5598;5425.008;1555.12;454.1899;208.8;162.27;1751.13;3664.01;NA;213;32.37;NA;139.77;140;NA;916.1799;4.82;1.569;0.364
