Date;SBERBANK OF RUSSIA;VTB BANK;BK OTKRITIE;AVTOVAZ;KAMAZ;SOLLERS;MMC NORILSK NICKEL;POLYUS;SEVERSTAL;OC ROSNEFT;GAZPROM;OIL COMPANY LUKOIL;MAGNIT;LENTA 144A GDR (MIC);M VIDEO;MOBILE TELESYSTEMS;MEGAFON;ROSTELECOM;URALKALI;PHOSAGRO;ACRON;INTER RAO UES;RUSHYDRO;FED.GRID CO.OF UNG.SY.
31.12.1999;1.0003;NA;NA;0.3874;NA;NA;NA;NA;NA;NA;NA;295;NA;NA;NA;7.75;NA;51.1;NA;NA;NA;NA;NA;NA
03.01.2000;1.0003;NA;NA;0.3874;NA;NA;NA;NA;NA;NA;NA;295;NA;NA;NA;7.5;NA;51.1;NA;NA;NA;NA;NA;NA
04.01.2000;1.0003;NA;NA;0.3874;NA;NA;NA;NA;NA;NA;NA;295;NA;NA;NA;7.9375;NA;51.1;NA;NA;NA;NA;NA;NA
05.01.2000;1.2244;NA;NA;0.3968;NA;NA;NA;NA;NA;NA;NA;339;NA;NA;NA;8.0625;NA;73.99;NA;NA;NA;NA;NA;NA
06.01.2000;1.2503;NA;NA;0.3968;NA;NA;NA;NA;NA;NA;NA;348.5;NA;NA;NA;8;NA;74;NA;NA;NA;NA;NA;NA
07.01.2000;1.2503;NA;NA;0.3968;NA;NA;NA;NA;NA;NA;NA;348.5;NA;NA;NA;7.875;NA;74;NA;NA;NA;NA;NA;NA
10.01.2000;1.3329;NA;NA;0.3968;NA;NA;NA;NA;NA;NA;NA;388;NA;NA;NA;8.25;NA;72;NA;NA;NA;NA;NA;NA
11.01.2000;1.2024;NA;NA;0.3968;NA;NA;NA;NA;NA;NA;NA;369.9199;NA;NA;NA;7.75;NA;70.7;NA;NA;NA;NA;NA;NA
12.01.2000;1.2809;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;381.0398;NA;NA;NA;7.875;NA;74;NA;NA;NA;NA;NA;NA
13.01.2000;1.3965;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;384.1499;NA;NA;NA;8.125;NA;77.6;NA;NA;NA;NA;NA;NA
14.01.2000;1.4899;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;393.0999;NA;NA;NA;8.0625;NA;79.01;NA;NA;NA;NA;NA;NA
17.01.2000;1.3878;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;378;NA;NA;NA;8.0625;NA;75;NA;NA;NA;NA;NA;NA
18.01.2000;1.3261;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;360;NA;NA;NA;8.125;NA;74.65;NA;NA;NA;NA;NA;NA
19.01.2000;1.2138;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;350;NA;NA;NA;8.4375;NA;68.5;NA;NA;NA;NA;NA;NA
20.01.2000;1.3075;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;364.5;NA;NA;NA;8.3125;NA;73.5;NA;NA;NA;NA;NA;NA
21.01.2000;1.3679;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;372.0999;NA;NA;NA;7;NA;72.6;NA;NA;NA;NA;NA;NA
24.01.2000;1.2276;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;351.0498;NA;NA;NA;7.1875;NA;68.01;NA;NA;NA;NA;NA;NA
25.01.2000;1.195;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;337.0198;NA;NA;NA;6.8125;NA;65.8;NA;NA;NA;NA;NA;NA
26.01.2000;1.2401;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;342;NA;NA;NA;6.8125;NA;67.01;NA;NA;NA;NA;NA;NA
27.01.2000;1.317;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;345;NA;NA;NA;6.9375;NA;68;NA;NA;NA;NA;NA;NA
28.01.2000;1.1973;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;332.7998;NA;NA;NA;7;NA;64.5;NA;NA;NA;NA;NA;NA
31.01.2000;1.1221;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;315;NA;NA;NA;7;NA;60.7;NA;NA;NA;NA;NA;NA
01.02.2000;1.1188;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;315;NA;NA;NA;7;NA;61.51;NA;NA;NA;NA;NA;NA
02.02.2000;1.1315;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;316.2898;NA;NA;NA;7;NA;58.15;NA;NA;NA;NA;NA;NA
03.02.2000;1.2031;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;326;NA;NA;NA;6.9375;NA;62.5;NA;NA;NA;NA;NA;NA
04.02.2000;1.2303;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;332.8899;NA;NA;NA;7.125;NA;63.5;NA;NA;NA;NA;NA;NA
07.02.2000;1.2305;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;329;NA;NA;NA;7;NA;62.3;NA;NA;NA;NA;NA;NA
08.02.2000;1.2921;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;349;NA;NA;NA;7.125;NA;65;NA;NA;NA;NA;NA;NA
09.02.2000;1.3133;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;NA;347;NA;NA;NA;7;NA;67.3;NA;NA;NA;NA;NA;NA
10.02.2000;1.2954;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;9.1808;344.7998;NA;NA;NA;7.1875;NA;64.95;NA;NA;NA;NA;NA;NA
11.02.2000;1.2922;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;9.1139;340.5;NA;NA;NA;7.375;NA;63.89;NA;NA;NA;NA;NA;NA
14.02.2000;1.3189;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;9.1139;338.0198;NA;NA;NA;8.5;NA;64.11;NA;NA;NA;NA;NA;NA
15.02.2000;1.2623;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;9.1139;321;NA;NA;NA;7.9375;NA;61;NA;NA;NA;NA;NA;NA
16.02.2000;1.3269;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;9.1904;320.7998;NA;NA;NA;8.1875;NA;63.75;NA;NA;NA;NA;NA;NA
17.02.2000;1.3737;NA;NA;0.4434;NA;NA;NA;NA;NA;NA;9.0437;322.6299;NA;NA;NA;8.1875;NA;66.2;NA;NA;NA;NA;NA;NA
18.02.2000;1.3637;NA;NA;0.8869;NA;NA;NA;NA;NA;NA;9.0437;321.7998;NA;NA;NA;9.1875;NA;68.21;NA;NA;NA;NA;NA;NA
21.02.2000;1.3548;NA;NA;0.8869;NA;NA;NA;NA;NA;NA;9.2;315.7;NA;NA;NA;9.1875;NA;67.55;NA;NA;NA;NA;NA;NA
22.02.2000;1.3617;NA;NA;0.8869;NA;NA;NA;NA;NA;NA;9.2;319.8999;NA;NA;NA;8.0313;NA;72.05;NA;NA;NA;NA;NA;NA
23.02.2000;1.3885;NA;NA;0.8869;NA;NA;NA;NA;NA;NA;9.62;321;NA;NA;NA;7.875;NA;78.01;NA;NA;NA;NA;NA;NA
24.02.2000;1.4224;NA;NA;0.8869;NA;NA;NA;NA;NA;NA;9.62;323.71;NA;NA;NA;7.5;NA;83;NA;NA;NA;NA;NA;NA
25.02.2000;1.3567;NA;NA;0.8869;NA;NA;NA;NA;NA;NA;9.78;305;NA;NA;NA;7.75;NA;81.2;NA;NA;NA;NA;NA;NA
28.02.2000;1.2979;NA;NA;0.8869;NA;NA;NA;NA;NA;NA;9.1;290.3999;NA;NA;NA;7.9063;NA;77.11;NA;NA;NA;NA;NA;NA
29.02.2000;1.3436;NA;NA;0.8869;NA;NA;NA;NA;NA;NA;9.42;296.47;NA;NA;NA;7.6875;NA;80;NA;NA;NA;NA;NA;NA
01.03.2000;1.3836;NA;NA;0.8869;NA;NA;NA;NA;NA;NA;9.545;316.5498;NA;NA;NA;7.9375;NA;84.27;NA;NA;NA;NA;NA;NA
02.03.2000;1.3593;NA;NA;0.8869;NA;NA;NA;NA;NA;NA;9.31;323.2898;NA;NA;NA;7.9375;NA;83.2;NA;NA;NA;NA;NA;NA
03.03.2000;1.4003;NA;NA;0.8869;NA;NA;NA;NA;NA;NA;9.6;332.8999;NA;NA;NA;7.75;NA;85;NA;NA;NA;NA;NA;NA
06.03.2000;1.4028;NA;NA;0.8869;NA;NA;NA;NA;NA;NA;9.7;328.1499;NA;NA;NA;7.75;NA;85.54;NA;NA;NA;NA;NA;NA
07.03.2000;1.4611;NA;NA;0.8869;NA;NA;NA;NA;NA;NA;9.9;341.8999;NA;NA;NA;7.75;NA;93.31;NA;NA;NA;NA;NA;NA
08.03.2000;1.4611;NA;NA;0.8869;NA;NA;NA;NA;NA;NA;9.9;341.8999;NA;NA;NA;7.75;NA;93.31;NA;NA;NA;NA;NA;NA
09.03.2000;1.5396;NA;NA;0.8028;NA;NA;NA;NA;NA;NA;10.05;367.5498;NA;NA;NA;7.5938;NA;105.66;NA;NA;NA;NA;NA;NA
10.03.2000;1.5979;NA;NA;0.8028;NA;NA;NA;NA;NA;NA;10.15;384.5198;NA;NA;NA;7.7813;NA;113.15;NA;NA;NA;NA;NA;NA
13.03.2000;1.5138;NA;NA;0.8028;NA;NA;NA;NA;NA;NA;10.15;360;NA;NA;NA;8;NA;101.03;NA;NA;NA;NA;NA;NA
14.03.2000;1.5661;NA;NA;0.8028;NA;NA;NA;NA;NA;NA;10;393.6799;NA;NA;NA;7.625;NA;106.9;NA;NA;NA;NA;NA;NA
15.03.2000;1.48;NA;NA;0.8028;NA;NA;NA;NA;NA;NA;9.9;391;NA;NA;NA;7.6563;NA;108.01;NA;NA;NA;NA;NA;NA
16.03.2000;1.4326;NA;NA;0.8028;NA;NA;NA;NA;NA;NA;9.85;394;NA;NA;NA;7.875;NA;104;NA;NA;NA;NA;NA;NA
17.03.2000;1.412;NA;NA;0.8028;NA;NA;NA;NA;NA;NA;9.85;397;NA;NA;NA;7.9375;NA;103.15;NA;NA;NA;NA;NA;NA
20.03.2000;1.3808;NA;NA;0.8028;NA;NA;NA;NA;NA;NA;9.5;388.8398;NA;NA;NA;7.5;NA;101.52;NA;NA;NA;NA;NA;NA
21.03.2000;1.4512;NA;NA;0.8028;NA;NA;NA;NA;NA;NA;9.35;374.21;NA;NA;NA;7.6875;NA;101.5;NA;NA;NA;NA;NA;NA
22.03.2000;1.5058;NA;NA;0.7888;NA;NA;NA;NA;NA;NA;9.35;396;NA;NA;NA;7.6563;NA;107.56;NA;NA;NA;NA;NA;NA
23.03.2000;1.5197;NA;NA;0.7888;NA;NA;NA;NA;NA;NA;9.5;419;NA;NA;NA;7.625;NA;114;NA;NA;NA;NA;NA;NA
24.03.2000;1.52;NA;NA;0.7888;NA;NA;NA;NA;NA;NA;9.6;452.47;NA;NA;NA;7.5625;NA;124.33;NA;NA;NA;NA;NA;NA
27.03.2000;1.4348;NA;NA;0.7888;NA;NA;NA;NA;NA;NA;9;440;NA;NA;NA;7.5625;NA;125;NA;NA;NA;NA;NA;NA
28.03.2000;1.3866;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;8.9;425.0999;NA;NA;NA;7.5938;NA;116;NA;NA;NA;NA;NA;NA
29.03.2000;1.4277;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;9.01;433.5;NA;NA;NA;7.5625;NA;122;NA;NA;NA;NA;NA;NA
30.03.2000;1.3766;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;8.5;407.0598;NA;NA;NA;7.5781;NA;113.9;NA;NA;NA;NA;NA;NA
31.03.2000;1.4114;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;8.665;443;NA;NA;NA;7.625;NA;113.55;NA;NA;NA;NA;NA;NA
03.04.2000;1.3742;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;8.4;435.0198;NA;NA;NA;7.5625;NA;110.78;NA;NA;NA;NA;NA;NA
04.04.2000;1.5155;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;8.8;453;NA;NA;NA;7.5625;NA;110.02;NA;NA;NA;NA;NA;NA
05.04.2000;1.3895;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;8.5;417.73;NA;NA;NA;7.625;NA;97.74;NA;NA;NA;NA;NA;NA
06.04.2000;1.4164;NA;NA;0.7001;NA;NA;NA;NA;NA;NA;8.9;445;NA;NA;NA;7.625;NA;99.93;NA;NA;NA;NA;NA;NA
07.04.2000;1.4074;NA;NA;0.7001;NA;NA;NA;NA;NA;NA;8.8;440.96;NA;NA;NA;7.875;NA;97;NA;NA;NA;NA;NA;NA
10.04.2000;1.5406;NA;NA;0.7935;NA;NA;NA;NA;NA;NA;8.8;449.0999;NA;NA;NA;7.8125;NA;100.68;NA;NA;NA;NA;NA;NA
11.04.2000;1.4637;NA;NA;0.7935;NA;NA;NA;NA;NA;NA;8.8;434.5;NA;NA;NA;7.8125;NA;94.07;NA;NA;NA;NA;NA;NA
12.04.2000;1.5129;NA;NA;0.7935;NA;NA;NA;NA;NA;NA;8.55;438.46;NA;NA;NA;7.75;NA;96.29;NA;NA;NA;NA;NA;NA
13.04.2000;1.5048;NA;NA;0.7935;NA;NA;NA;NA;NA;NA;8.55;429;NA;NA;NA;7.5625;NA;93.65;NA;NA;NA;NA;NA;NA
14.04.2000;1.4924;NA;NA;0.7562;NA;NA;NA;NA;NA;NA;8.55;425;NA;NA;NA;7.375;NA;89.58;NA;NA;NA;NA;NA;NA
17.04.2000;1.3717;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7.35;394.5999;NA;NA;NA;7.5;NA;78.4;NA;NA;NA;NA;NA;NA
18.04.2000;1.3827;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7.3;389.96;NA;NA;NA;7.75;NA;80.21;NA;NA;NA;NA;NA;NA
19.04.2000;1.3717;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7.25;392.49;NA;NA;NA;7.6875;NA;82.9;NA;NA;NA;NA;NA;NA
20.04.2000;1.395;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7.25;402.5098;NA;NA;NA;7.6875;NA;87.05;NA;NA;NA;NA;NA;NA
21.04.2000;1.4273;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7.25;399.8499;NA;NA;NA;7.6875;NA;88.42;NA;NA;NA;NA;NA;NA
24.04.2000;1.3899;NA;NA;0.7188;NA;NA;NA;NA;NA;NA;7.1;388.4399;NA;NA;NA;7.5;NA;83.02;NA;NA;NA;NA;NA;NA
25.04.2000;1.4205;NA;NA;0.7188;NA;NA;NA;NA;NA;NA;7.2;388.5999;NA;NA;NA;7.625;NA;88.17;NA;NA;NA;NA;NA;NA
26.04.2000;1.471;NA;NA;0.8402;NA;NA;NA;NA;NA;NA;7;407.0698;NA;NA;NA;7.5625;NA;93.95;NA;NA;NA;NA;NA;NA
27.04.2000;1.4243;NA;NA;0.8402;NA;NA;NA;NA;NA;NA;7;408;NA;NA;NA;7.4375;NA;91;NA;NA;NA;NA;NA;NA
28.04.2000;1.4792;NA;NA;0.8402;NA;NA;NA;NA;NA;NA;7.1;427.2598;NA;NA;NA;7.5625;NA;94.93;NA;NA;NA;NA;NA;NA
01.05.2000;1.4792;NA;NA;0.8402;NA;NA;NA;NA;NA;NA;7.1;427.2598;NA;NA;NA;7.5625;NA;94.93;NA;NA;NA;NA;NA;NA
02.05.2000;1.4792;NA;NA;0.8402;NA;NA;NA;NA;NA;NA;7.1;427.2598;NA;NA;NA;7.5;NA;94.93;NA;NA;NA;NA;NA;NA
03.05.2000;1.4621;NA;NA;0.8402;NA;NA;NA;NA;NA;NA;7.1;434;NA;NA;NA;7.25;NA;94.1;NA;NA;NA;NA;NA;NA
04.05.2000;1.4453;NA;NA;0.8402;NA;NA;NA;NA;NA;NA;7.1;432.7;NA;NA;NA;7.3125;NA;91.8;NA;NA;NA;NA;NA;NA
05.05.2000;1.4428;NA;NA;0.8402;NA;NA;NA;NA;NA;NA;7.3;433;NA;NA;NA;7.375;NA;90.49;NA;NA;NA;NA;NA;NA
08.05.2000;1.4428;NA;NA;0.8402;NA;NA;NA;NA;NA;NA;7.3;433;NA;NA;NA;7.3125;NA;90.49;NA;NA;NA;NA;NA;NA
09.05.2000;1.4428;NA;NA;0.8402;NA;NA;NA;NA;NA;NA;7.3;433;NA;NA;NA;7.3438;NA;90.49;NA;NA;NA;NA;NA;NA
10.05.2000;1.4527;NA;NA;0.8402;NA;NA;NA;NA;NA;NA;7.3;431.5198;NA;NA;NA;7.375;NA;89.5;NA;NA;NA;NA;NA;NA
11.05.2000;1.4313;NA;NA;0.8402;NA;NA;NA;NA;NA;NA;7.8;427;NA;NA;NA;7.625;NA;84.65;NA;NA;NA;NA;NA;NA
12.05.2000;1.3982;NA;NA;0.7001;NA;NA;NA;NA;NA;NA;7.8;424.0098;NA;NA;NA;7.5;NA;82.55;NA;NA;NA;NA;NA;NA
15.05.2000;1.3796;NA;NA;0.7001;NA;NA;NA;NA;NA;NA;7.8;416.3799;NA;NA;NA;7.5;NA;79;NA;NA;NA;NA;NA;NA
16.05.2000;1.4015;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7.8;436.5;NA;NA;NA;7.5;NA;83.2;NA;NA;NA;NA;NA;NA
17.05.2000;1.2751;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7.8;417.0498;NA;NA;NA;7.4375;NA;79.7;NA;NA;NA;NA;NA;NA
18.05.2000;1.2598;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7.799;408.2998;NA;NA;NA;7.5;NA;79.4;NA;NA;NA;NA;NA;NA
19.05.2000;1.1887;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7.48;371.9099;NA;NA;NA;7.3125;NA;71.5;NA;NA;NA;NA;NA;NA
22.05.2000;1.1182;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7.48;370.5;NA;NA;NA;7.3125;NA;67.59;NA;NA;NA;NA;NA;NA
23.05.2000;1.007;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7;352.5;NA;NA;NA;7.25;NA;61.58;NA;NA;NA;NA;NA;NA
24.05.2000;0.9665;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7;341;NA;NA;NA;7.1875;NA;63.51;NA;NA;NA;NA;NA;NA
25.05.2000;1.0126;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7;373.8999;NA;NA;NA;7.0938;NA;66.82;NA;NA;NA;NA;NA;NA
26.05.2000;1.0631;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7;384.23;NA;NA;NA;7.25;NA;68.35;NA;NA;NA;NA;NA;NA
29.05.2000;1.0546;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;6.85;380.5;NA;NA;NA;7.25;NA;67.5;NA;NA;NA;NA;NA;NA
30.05.2000;1.1003;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7.2;380;NA;NA;NA;7.25;NA;70.1;NA;NA;NA;NA;NA;NA
31.05.2000;1.1232;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7.2;387.49;NA;NA;NA;7.2813;NA;73;NA;NA;NA;NA;NA;NA
01.06.2000;1.1729;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7.2;397;NA;NA;NA;7.1875;NA;74.15;NA;NA;NA;NA;NA;NA
02.06.2000;1.2424;NA;NA;0.7468;NA;NA;NA;NA;NA;NA;7.8;410;NA;NA;NA;7;NA;81.8;NA;NA;NA;NA;NA;NA
05.06.2000;1.198;NA;NA;0.5695;NA;NA;NA;NA;NA;NA;8;415;NA;NA;NA;7.1563;NA;79.5;NA;NA;NA;NA;NA;NA
06.06.2000;1.1222;NA;NA;0.5695;NA;NA;NA;NA;NA;NA;8;397.5;NA;NA;NA;7.25;NA;74.6;NA;NA;NA;NA;NA;NA
07.06.2000;1.1778;NA;NA;0.5695;NA;NA;NA;NA;NA;NA;8;398;NA;NA;NA;7.1875;NA;75.9;NA;NA;NA;NA;NA;NA
08.06.2000;1.2042;NA;NA;0.5695;NA;NA;NA;NA;NA;NA;8;400;NA;NA;NA;7.0625;NA;79;NA;NA;NA;NA;NA;NA
09.06.2000;1.2146;NA;NA;0.5695;NA;NA;NA;NA;NA;NA;8;403;NA;NA;NA;7.0313;NA;79.8;NA;NA;NA;NA;NA;NA
12.06.2000;1.2146;NA;NA;0.5695;NA;NA;NA;NA;NA;NA;8;403;NA;NA;NA;7;NA;79.8;NA;NA;NA;NA;NA;NA
13.06.2000;1.1828;NA;NA;0.5788;NA;NA;NA;NA;NA;NA;8;392.5;NA;NA;NA;7.0938;NA;75.8;NA;NA;NA;NA;NA;NA
14.06.2000;1.1629;NA;NA;0.5788;NA;NA;NA;NA;NA;NA;8;385;NA;NA;NA;7.0313;NA;74;NA;NA;NA;NA;NA;NA
15.06.2000;1.1261;NA;NA;0.5788;NA;NA;NA;NA;NA;NA;8;385.0098;NA;NA;NA;6.875;NA;74.8;NA;NA;NA;NA;NA;NA
16.06.2000;1.1331;NA;NA;0.5788;NA;NA;NA;NA;NA;NA;8;392;NA;NA;NA;6.75;NA;76.3;NA;NA;NA;NA;NA;NA
19.06.2000;1.0874;NA;NA;0.5788;NA;NA;NA;NA;NA;NA;7.95;384.0498;NA;NA;NA;6.6875;NA;72.65;NA;NA;NA;NA;NA;NA
20.06.2000;1.0427;NA;NA;0.4294;NA;NA;NA;NA;NA;NA;7.8;371.3799;NA;NA;NA;6.625;NA;69.57;NA;NA;NA;NA;NA;NA
21.06.2000;1.0069;NA;NA;0.4668;NA;NA;NA;NA;NA;NA;7.8;364;NA;NA;NA;6.5625;NA;68.7;NA;NA;NA;NA;NA;NA
22.06.2000;1.0297;NA;NA;0.4668;NA;NA;NA;NA;NA;NA;7.8;373;NA;NA;NA;6.9688;NA;68.95;NA;NA;NA;NA;NA;NA
23.06.2000;1.0238;NA;NA;0.4668;NA;NA;NA;NA;NA;NA;7.8;377.5;NA;NA;NA;6.625;NA;66.5;NA;NA;NA;NA;NA;NA
26.06.2000;1.0039;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7.8;372;NA;NA;NA;6.25;NA;63.86;NA;NA;NA;NA;NA;NA
27.06.2000;0.9303;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7.8;355;NA;NA;NA;6.75;NA;59.2;NA;NA;NA;NA;NA;NA
28.06.2000;0.9491;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;6.8;358.7998;NA;NA;NA;7.0313;NA;59.35;NA;NA;NA;NA;NA;NA
29.06.2000;0.8767;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;6.6;340;NA;NA;NA;6.9375;NA;57.5;NA;NA;NA;NA;NA;NA
30.06.2000;0.9572;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;357;NA;NA;NA;6.25;NA;62.2;NA;NA;NA;NA;NA;NA
03.07.2000;1.0591;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;369;NA;NA;NA;6.9375;NA;63.81;NA;NA;NA;NA;NA;NA
04.07.2000;1.0958;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;375;NA;NA;NA;6.9375;NA;65;NA;NA;NA;NA;NA;NA
05.07.2000;1.0943;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;367;NA;NA;NA;6.4375;NA;61.5;NA;NA;NA;NA;NA;NA
06.07.2000;1.2723;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;377.5;NA;NA;NA;6.4375;NA;64.9;NA;NA;NA;NA;NA;NA
07.07.2000;1.2922;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;379.8999;NA;NA;NA;6.4375;NA;66.24;NA;NA;NA;NA;NA;NA
10.07.2000;1.3761;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;378;NA;NA;NA;6.7188;NA;68.65;NA;NA;NA;NA;NA;NA
11.07.2000;1.3389;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;365;NA;NA;NA;7.0313;NA;66.65;NA;NA;NA;NA;NA;NA
12.07.2000;1.3717;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;373.7;NA;NA;NA;7;NA;70.75;NA;NA;NA;NA;NA;NA
13.07.2000;1.3418;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;370;NA;NA;NA;7.25;NA;69.9;NA;NA;NA;NA;NA;NA
14.07.2000;1.3428;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;368;NA;NA;NA;7.3125;NA;70.57;NA;NA;NA;NA;NA;NA
17.07.2000;1.3438;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;371.8999;NA;NA;NA;7;NA;69.2;NA;NA;NA;NA;NA;NA
18.07.2000;1.3269;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;366.5;NA;NA;NA;7.0625;NA;69;NA;NA;NA;NA;NA;NA
19.07.2000;1.2882;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;370;NA;NA;NA;6.9375;NA;68;NA;NA;NA;NA;NA;NA
20.07.2000;1.2772;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;372.2;NA;NA;NA;7.3125;NA;69.5;NA;NA;NA;NA;NA;NA
21.07.2000;1.2872;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;371;NA;NA;NA;7.1875;NA;69;NA;NA;NA;NA;NA;NA
24.07.2000;1.301;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;372;NA;NA;NA;7.1563;NA;68.45;NA;NA;NA;NA;NA;NA
25.07.2000;1.2832;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;371;NA;NA;NA;7.3125;NA;67.11;NA;NA;NA;NA;NA;NA
26.07.2000;1.2822;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;371.5;NA;NA;NA;7.25;NA;64.31;NA;NA;NA;NA;NA;NA
27.07.2000;1.3001;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;372;NA;NA;NA;6.9063;NA;65;NA;NA;NA;NA;NA;NA
28.07.2000;1.2989;NA;NA;0.4481;NA;NA;NA;NA;NA;NA;7;377.98;NA;NA;NA;6.5938;NA;64.33;NA;NA;NA;NA;NA;NA
31.07.2000;1.3021;NA;NA;0.5695;NA;NA;NA;NA;NA;NA;7;386;NA;NA;NA;6.5625;NA;65.03;NA;NA;NA;NA;NA;NA
01.08.2000;1.3061;NA;NA;0.5695;NA;NA;NA;NA;NA;NA;7;397.75;NA;NA;NA;6.5625;NA;67.1;NA;NA;NA;NA;NA;NA
02.08.2000;1.2877;NA;NA;0.5695;NA;NA;NA;NA;NA;NA;7;396.3999;NA;NA;NA;6.75;NA;67.17;NA;NA;NA;NA;NA;NA
03.08.2000;1.322;NA;NA;0.5695;NA;NA;NA;NA;NA;NA;7;397.8999;NA;NA;NA;6.75;NA;67.9;NA;NA;NA;NA;NA;NA
04.08.2000;1.3672;NA;NA;0.5695;NA;NA;NA;NA;NA;NA;7;411.3999;NA;NA;NA;7;NA;71.05;NA;NA;NA;NA;NA;NA
07.08.2000;1.3801;NA;NA;0.5695;NA;NA;NA;NA;NA;NA;7;412;NA;NA;NA;6.5625;NA;71.7;NA;NA;NA;NA;NA;NA
08.08.2000;1.3851;NA;NA;0.6083;NA;NA;NA;NA;NA;NA;7;422;NA;NA;NA;6.375;NA;72.69;NA;NA;NA;NA;NA;NA
09.08.2000;1.3931;NA;NA;0.6083;NA;NA;NA;NA;NA;NA;7;428.75;NA;NA;NA;6.25;NA;72.15;NA;NA;NA;NA;NA;NA
10.08.2000;1.3717;NA;NA;0.6083;NA;NA;NA;NA;NA;NA;7;424.0098;NA;NA;NA;6.25;NA;70.3;NA;NA;NA;NA;NA;NA
